,latitude,longitude,altitude,geometry,REGION,COUNCIL,WARD,SCHOOL_NAM,OWNERSHIP,REGISTRATI,LATITUDE,LONGITUDE,TOTAL_POPULATION
191,-3.4575255,36.70095,,Point,ARUSHA,Arusha CC,Terrat,INTEL SCHOOLS,Non-Government,EM.15198,-3.4575255,36.70095,241.0
192,-3.407183,36.721328,,Point,ARUSHA,Arusha CC,Muriet,JITIHADA,Non-Government,EM.16677,-3.407183,36.721328,181.0
193,-3.36221,36.65966,,Point,ARUSHA,Arusha CC,Elerai,JOSEPH SCHOOL,Non-Government,EM.12379,-3.36221,36.65966,3493.5
194,-3.45472,36.7109652,,Point,ARUSHA,Arusha CC,Moshono,JOSHUA,Non-Government,EM.15924,-3.45472,36.7109652,146.0
195,-3.3673166,36.6897459,,Point,ARUSHA,Arusha CC,Kaloleni,KALOLENI,Government,EM.1563,-3.3673166,36.6897459,967.0
196,-3.376673,36.7048666,,Point,ARUSHA,Arusha CC,Sekei,KIJENGE,Government,EM.2857,-3.376673,36.7048666,1800.0
197,-3.3683767,36.7045549,,Point,ARUSHA,Arusha CC,Kimandolu,KIMANDOLU,Government,EM.1564,-3.3683767,36.7045549,1031.0
198,-3.370864,36.71531,,Point,ARUSHA,Arusha CC,Kimandolu,KIMANDOLU LUTHERAN,Non-Government,EM.11565,-3.370864,36.71531,285.0
199,-3.4316581,36.6732023,,Point,ARUSHA,Arusha CC,Muriet,KING DAVID,Non-Government,EM.15925,-3.4316581,36.6732023,390.0
200,-3.4487133,36.672925,,Point,ARUSHA,Arusha CC,Muriet,KISIMANI,Government,EM.15404,-3.4487133,36.672925,1394.0
201,-3.3887586,36.716045,,Point,ARUSHA,Arusha CC,Kimandolu,LADY OF MERCY,Non-Government,EM.13888,-3.3887586,36.716045,285.0
202,-3.4033093,36.7002712,,Point,ARUSHA,Arusha CC,Lemara,LEMARA,Government,EM.5792,-3.4033093,36.7002712,1246.0
203,-3.3674863,36.6813965,,Point,ARUSHA,Arusha CC,Levolosi,LEVOLOSI,Government,EM.8275,-3.3674863,36.6813965,1201.0
204,-3.3656971,36.6738176,,Point,ARUSHA,Arusha CC,Ngarenaro,LISE,Non-Government,EM.12380,-3.3656971,36.6738176,85.0
205,-3.3882633,36.7133133,,Point,ARUSHA,Arusha CC,Oloirien,LOAMO,Non-Government,EM.12381,-3.3882633,36.7133133,272.0
206,-3.5344623,36.6908775,,Point,ARUSHA,Arusha CC,Muriet,LOSIYO,Government,EM.16678,-3.5344623,36.6908775,484.0
207,-3.4101138,36.6554973,,Point,ARUSHA,Arusha CC,Olasiti,LUCKY VICENT,Non-Government,EM.13508,-3.4101138,36.6554973,1427.0
208,-3.3500211,36.6263413,,Point,ARUSHA,Arusha CC,Muriet,MACHWA,Non-Government,EM.14974,-3.3500211,36.6263413,485.0
209,-3.3633511,36.6286782,,Point,ARUSHA,Arusha CC,Olmoti,MAGEREZA,Government,EM.12382,-3.3633511,36.6286782,792.0
210,-3.3693086,36.6588666,,Point,ARUSHA,Arusha CC,Elerai,MAJENGO,Non-Government,EM.16679,-3.3693086,36.6588666,613.0
211,-3.3668437,36.6895808,,Point,ARUSHA,Arusha CC,Kaloleni,MAKUMBUSHO,Government,EM.13036,-3.3668437,36.6895808,728.0
212,-3.3610516,36.680395,,Point,ARUSHA,Arusha CC,Levolosi,MARANATHA MISSION SCHOOL,Non-Government,EM.14975,-3.3610516,36.680395,3493.5
213,-3.3693832,36.676965,,Point,ARUSHA,Arusha CC,Ngarenaro,MAROMBOSO,Non-Government,EM.10267,-3.3693832,36.676965,407.0
214,-3.388433,36.655963,,Point,ARUSHA,Arusha CC,Olasiti,MARY IMMACULATE COMPLEX,Non-Government,EM.17598,-3.388433,36.655963,213.0
215,-3.389619,36.622719,,Point,ARUSHA,Arusha CC,Olmoti,MATEVES,Government,EM.2450,-3.389619,36.622719,612.0
216,-3.40918,36.63854,,Point,ARUSHA,Arusha CC,Olasiti,MATONYOK,Non-Government,EM.16680,-3.40918,36.63854,80.0
217,-3.5105042,36.7146219,,Point,ARUSHA,Arusha CC,Terrat,MAWENI,Government,EM.14571,-3.5105042,36.7146219,385.0
218,-3.3986519,36.6574591,,Point,ARUSHA,Arusha CC,Olasiti,MECSONS,Non-Government,EM.14317,-3.3986519,36.6574591,518.0
219,-3.3699479,36.6898233,,Point,ARUSHA,Arusha CC,Kati,MERU,Government,EM.1709,-3.3699479,36.6898233,1314.0
220,-3.376009,36.665363,,Point,ARUSHA,Arusha CC,Elerai,MICHAEL SCHOOL,Non-Government,EM.14318,-3.376009,36.665363,206.0
221,-3.4739584,36.7050348,,Point,ARUSHA,Arusha CC,Terrat,MKONOO,Government,EM.7607,-3.4739584,36.7050348,1237.0
222,-3.3845156,36.7113702,,Point,ARUSHA,Arusha CC,Oloirien,MOIVOI,Government,EM.13509,-3.3845156,36.7113702,811.0
223,-3.3908316,36.7306416,,Point,ARUSHA,Arusha CC,Moshono,MOSHONO,Government,EM.1770,-3.3908316,36.7306416,532.0
224,-3.4410988,36.7130472,,Point,ARUSHA,Arusha CC,Engutoto,MOUNT MERU,Non-Government,EM.12383,-3.4410988,36.7130472,118.0
225,-3.3818533,36.6041454,,Point,ARUSHA,Arusha CC,Olmoti,MOUNT SINAI,Non-Government,EM.16681,-3.3818533,36.6041454,169.0
226,-3.4129023,36.657376,,Point,ARUSHA,Arusha CC,Muriet,MURIET,Non-Government,EM.13889,-3.4129023,36.657376,102.0
227,-3.4178509,36.6902056,,Point,ARUSHA,Arusha CC,Sokoni I,MURIET DARAJANI,Government,EM.16682,-3.4178509,36.6902056,4493.0
228,-3.4987193,36.6338192,,Point,ARUSHA,Arusha CC,Olmoti,MURONGOINE,Government,EM.6949,-3.4987193,36.6338192,735.0
229,-3.374502,36.70066,,Point,ARUSHA,Arusha CC,Ngarenaro,MWANGAZA,Government,EM.13510,-3.374502,36.70066,1398.0
230,-3.4958982,36.6811609,,Point,ARUSHA,Arusha CC,Muriet,NADOSOITO,Government,EM.4036,-3.4958982,36.6811609,709.0
231,-3.384808,36.67524,,Point,ARUSHA,Arusha CC,Sokoni I,NAKIDO,Non-Government,EM.14572,-3.384808,36.67524,526.0
232,-3.447028,36.710923,,Point,ARUSHA,Arusha CC,Engutoto,NALOPA,Non-Government,EM.13511,-3.447028,36.710923,580.0
233,-3.3705596,36.7328033,,Point,ARUSHA,Arusha CC,Baraa,NARIVA HILL,Non-Government,EM.16999,-3.3705596,36.7328033,1322.0
234,-3.3626924,36.69574,,Point,ARUSHA,Arusha CC,Sekei,NAURA,Government,EM.657,-3.3626924,36.69574,273.0
235,-3.4137887,36.638446,,Point,ARUSHA,Arusha CC,Olasiti,NEJOLA,Non-Government,EM.15926,-3.4137887,36.638446,297.0
236,-3.4059949,36.652575,,Point,ARUSHA,Arusha CC,Olasiti,NEW PRECIOUS,Non-Government,EM.17545,-3.4059949,36.652575,113.0
237,-3.4243133,36.6866971,,Point,ARUSHA,Arusha CC,Sinoni,NEW WISDOM,Non-Government,EM.17727,-3.4243133,36.6866971,347.0
238,-3.3735816,36.6773513,,Point,ARUSHA,Arusha CC,Ngarenaro,NGARENARO,Government,EM.2858,-3.3735816,36.6773513,1900.0
239,-3.423265,36.707683,,Point,ARUSHA,Arusha CC,Engutoto,NJIRO HILL,Government,EM.8276,-3.423265,36.707683,724.0
240,-3.425423,36.702165,,Point,ARUSHA,Arusha CC,Lemara,NOTRE DAME,Non-Government,EM.11566,-3.425423,36.702165,276.0
241,-3.4739583,36.7050349,,Point,ARUSHA,Arusha CC,Terrat,NYAHIRI MEMORIAL,Non-Government,EM.17274,-3.4739583,36.7050349,152.0
242,-3.4137888,36.638447,,Point,ARUSHA,Arusha CC,Olasiti,OLASITI,Government,EM.993,-3.4137888,36.638447,3541.0
243,-3.4455956,36.7083595,,Point,ARUSHA,Arusha CC,Moshono,OLKEREYAN,Government,EM.6950,-3.4455956,36.7083595,802.0
244,-3.3885404,36.7117286,,Point,ARUSHA,Arusha CC,Oloirien,OLOIRIEN,Government,EM.7608,-3.3885404,36.7117286,804.0
245,-3.39012,36.6677933,,Point,ARUSHA,Arusha CC,Osunyai Jr,OSUNYAI,Government,EM.11567,-3.39012,36.6677933,3356.0
246,-3.4040983,36.6779233,,Point,ARUSHA,Arusha CC,Sokoni I,PARENTS,Non-Government,EM.11568,-3.4040983,36.6779233,172.0
247,-3.407002,36.6603,,Point,ARUSHA,Arusha CC,Olasiti,PATMOS ISLANDS,Non-Government,EM.15199,-3.407002,36.6603,140.0
248,-3.3310877,36.6120352,,Point,ARUSHA,Arusha CC,Engutoto,PEACE,Non-Government,EM.16683,-3.3310877,36.6120352,251.0
249,-3.3942766,36.6767066,,Point,ARUSHA,Arusha CC,Baraa,PISON,Non-Government,EM.17493,-3.3942766,36.6767066,48.0
250,-3.382638,36.696001,,Point,ARUSHA,Arusha CC,Sekei,PRIME,Non-Government,EM.13038,-3.382638,36.696001,445.0
251,-3.4034393,36.6948795,,Point,ARUSHA,Arusha CC,Lemara,RENEA,Non-Government,EM.17000,-3.4034393,36.6948795,262.0
252,-3.3940732,36.6843222,,Point,ARUSHA,Arusha CC,Sinoni,ROYAL,Non-Government,EM.14976,-3.3940732,36.6843222,639.0
253,-3.4052955,36.6686583,,Point,ARUSHA,Arusha CC,Sokoni I,ROYAL VISION,Non-Government,EM.16684,-3.4052955,36.6686583,307.0
254,-3.3801921,36.674359,,Point,ARUSHA,Arusha CC,Unga Ltd,SALEI,Government,EM.13512,-3.3801921,36.674359,1210.0
255,-3.3627379,36.695889,,Point,ARUSHA,Arusha CC,Sekei,SANAWARI,Government,EM.302,-3.3627379,36.695889,1788.0
256,-3.43765,36.70437,,Point,ARUSHA,Arusha CC,Lemara,SHALOM,Non-Government,EM.12384,-3.43765,36.70437,598.0
257,-3.401825,36.7592651,,Point,ARUSHA,Arusha CC,Moivaro,SHANGARAO,Government,EM.6951,-3.401825,36.7592651,935.0
258,-3.367207,36.721578,,Point,ARUSHA,Arusha CC,Moivaro,SHEPHERDS JUNIOR,Non-Government,EM.14319,-3.367207,36.721578,426.0
259,-3.395134,36.67758,,Point,ARUSHA,Arusha CC,Sokoni I,SHINDA BASIC,Non-Government,EM.13513,-3.395134,36.67758,233.0
260,-3.3938505,36.6820367,,Point,ARUSHA,Arusha CC,Sinoni,SINON,Government,EM.736,-3.3938505,36.6820367,3493.0
261,-3.4239797,36.6672372,,Point,ARUSHA,Arusha CC,Muriet,SOJEMA,Non-Government,EM.14977,-3.4239797,36.6672372,276.0
262,-3.401735,36.6681033,,Point,ARUSHA,Arusha CC,Sokoni I,SOKONI I,Government,EM.10550,-3.401735,36.6681033,2814.0
263,-3.3900111,36.6665666,,Point,ARUSHA,Arusha CC,Sombetini,SOMBETINI,Government,EM.2344,-3.3900111,36.6665666,1947.0
264,-3.3930458,36.7252308,,Point,ARUSHA,Arusha CC,Oloirien,ST. ANDREW'S SCHOOL,Non-Government,EM.11087,-3.3930458,36.7252308,3493.5
265,-3.4246304,36.6617959,,Point,ARUSHA,Arusha CC,Muriet,ST. ARNOLD JANSEN,Non-Government,EM.17375,-3.4246304,36.6617959,487.0
266,-3.3700612,36.6025201,,Point,ARUSHA,Arusha CC,Olmoti,ST. GEMMA GALGAN,Non-Government,EM.14756,-3.3700612,36.6025201,470.0
267,-3.4150928,36.7049892,,Point,ARUSHA,Arusha CC,Lemara,ST. MARIA GORETTI,Non-Government,EM.15405,-3.4150928,36.7049892,331.0
268,-3.4027233,36.742145,,Point,ARUSHA,Arusha CC,Moshono,ST. MONICA,Non-Government,EM.14573,-3.4027233,36.742145,625.0
269,-3.3920172,36.7400327,,Point,ARUSHA,Arusha CC,Moivaro,ST.JUDE,Non-Government,EM.14574,-3.3920172,36.7400327,378.0
270,-3.368465,36.6648771,,Point,ARUSHA,Arusha CC,Elerai,ST.THADEUS,Non-Government,EM.13514,-3.368465,36.6648771,3493.5
271,-3.3771112,36.7376696,,Point,ARUSHA,Arusha CC,Moshono,ST.THOMAS,Non-Government,EM.10893,-3.3771112,36.7376696,3493.5
272,-3.3746393,36.7602326,,Point,ARUSHA,Arusha CC,Moivaro,STAR LIGHT,Non-Government,EM.15927,-3.3746393,36.7602326,257.0
273,-3.3853076,36.7201073,,Point,ARUSHA,Arusha CC,Kimandolu,SUYE,Government,EM.10551,-3.3853076,36.7201073,1050.0
274,-3.3655453,36.6750912,,Point,ARUSHA,Arusha CC,Ngarenaro,SWIFTS,Non-Government,EM.11569,-3.3655453,36.6750912,72.0
275,-3.41558,36.70428,,Point,ARUSHA,Arusha CC,Lemara,TANGANYIKA,Non-Government,EM.17275,-3.41558,36.70428,187.0
276,-3.3566666,36.71485,,Point,ARUSHA,Arusha CC,Sokoni I,TERESA NUZZO,Non-Government,EM.16685,-3.3566666,36.71485,358.0
277,-3.4557769,36.6526513,,Point,ARUSHA,Arusha CC,Muriet,TERRAT,Government,EM.2532,-3.4557769,36.6526513,2797.0
278,-3.3756211,36.7598955,,Point,ARUSHA,Arusha CC,Moshono,TESTMONY,Non-Government,AR.01/07/200,-3.3756211,36.7598955,76.0
279,-3.3807836,36.6891492,,Point,ARUSHA,Arusha CC,Themi,THEMI,Government,EM.2755,-3.3807836,36.6891492,1208.0
280,-3.4196,36.7079,,Point,ARUSHA,Arusha CC,Engutoto,TUISHIME,Non-Government,EM.12385,-3.4196,36.7079,265.0
281,-3.67584,36.69908,,Point,ARUSHA,Arusha CC,Kati,UHURU,Government,EM.295,-3.67584,36.69908,1366.0
282,-3.3702688,36.7375,,Point,ARUSHA,Arusha CC,Baraa,UHURU PEAK,Non-Government,EM.14320,-3.3702688,36.7375,465.0
283,-3.3921756,36.6844638,,Point,ARUSHA,Arusha CC,Sinoni,UKOMBOZI,Government,EM.13039,-3.3921756,36.6844638,4095.0
284,-3.3796601,36.6744812,,Point,ARUSHA,Arusha CC,Unga Ltd,UNGA LTD,Government,EM.8896,-3.3796601,36.6744812,1996.0
285,-3.3686452,36.675275,,Point,ARUSHA,Arusha CC,Ngarenaro,UNITY SCHOOL,Non-Government,EM.12386,-3.3686452,36.675275,43.0
286,-3.3720349,36.5989967,,Point,ARUSHA,Arusha CC,Olmoti,UPENDO FRIENDS,Non-Government,EM.14575,-3.3720349,36.5989967,219.0
287,-3.3869135,36.7273423,,Point,ARUSHA,Arusha CC,Moshono,WEMA,Government,EM.13515,-3.3869135,36.7273423,591.0
288,-3.335606,35.764059,,Point,ARUSHA,Karatu,Rhotia,AFRICAN GALLERIA,Government,EM.17688,-3.335606,35.764059,280.0
289,-3.28761,35.73331,,Point,ARUSHA,Karatu,Rhotia,AKKO,Government,EM.12387,-3.28761,35.73331,265.0
290,-3.5228316,35.3446233,,Point,ARUSHA,Karatu,Mang'ola,ANTSA,Government,EM.14576,-3.5228316,35.3446233,549.0
291,-3.3257735,35.7061744,,Point,ARUSHA,Karatu,Ganako,ASKOFU HHANDO,Government,EM.14978,-3.3257735,35.7061744,181.0
292,-3.3160236,35.7828123,,Point,ARUSHA,Karatu,Rhotia,ASLIN,Government,EM.14577,-3.3160236,35.7828123,305.0
293,-3.41388,35.67214,,Point,ARUSHA,Karatu,Qurus,ASLIN GONGALI,Government,EM.14979,-3.41388,35.67214,247.0
294,-3.317702,35.690452,,Point,ARUSHA,Karatu,Ganako,AYALABE,Government,EM.4588,-3.317702,35.690452,263.0
295,-3.657525,35.6475333,,Point,ARUSHA,Karatu,Buger,AYALALIYO,Government,EM.10029,-3.657525,35.6475333,573.0
296,-3.3333333,35.4444444,,Point,ARUSHA,Karatu,Rhotia,AYATSERE,Government,EM.15928,-3.3333333,35.4444444,140.0
297,-3.6742049,35.5685333,,Point,ARUSHA,Karatu,Kansay,BARAKTA,Government,EM.8428,-3.6742049,35.5685333,454.0
298,-3.3605848,35.6019046,,Point,ARUSHA,Karatu,Endamarariek,BARAY KHUSUMAY,Government,EM.10030,-3.3605848,35.6019046,666.0
299,-3.3610566,35.6340316,,Point,ARUSHA,Karatu,Qurus,BASHAY,Government,EM.2601,-3.3610566,35.6340316,931.0
300,-3.442552,35.671485,,Point,ARUSHA,Karatu,Endamarariek,BASODAWISH,Government,EM.2859,-3.442552,35.671485,597.0
301,-3.1934,35.3908,,Point,ARUSHA,Karatu,Ganako,BLACK RHINO ACADEMY,Non-Government,EM.17528,-3.1934,35.3908,3493.5
302,-3.222795,35.876697,,Point,ARUSHA,Karatu,Mbulumbulu,BONDE LA FARU,Government,EM.12388,-3.222795,35.876697,146.0
303,-3.6404247,35.6531339,,Point,ARUSHA,Karatu,Buger,BUGER,Government,EM.994,-3.6404247,35.6531339,506.0
304,-3.2035196,35.4030078,,Point,ARUSHA,Karatu,Karatu,BWAWANI,Government,EM.8429,-3.2035196,35.4030078,357.0
305,-3.3454532,35.6731683,,Point,ARUSHA,Karatu,Karatu,CATHERINE,Non-Government,EM.16686,-3.3454532,35.6731683,221.0
306,-3.3850433,35.5777433,,Point,ARUSHA,Karatu,Daa,CHANGARAWE,Government,EM.5793,-3.3850433,35.5777433,379.0
307,-3.3470399,35.6151801,,Point,ARUSHA,Karatu,Karatu,CHARM MODERN,Non-Government,EM.16687,-3.3470399,35.6151801,194.0
308,-3.3887712,35.7651712,,Point,ARUSHA,Karatu,Rhotia,CHEMCHEM,Government,EM.9334,-3.3887712,35.7651712,330.0
309,-3.469974,35.6782083,,Point,ARUSHA,Karatu,Karatu,COSTIGAN,Non-Government,EM.14757,-3.469974,35.6782083,549.0
310,-3.4031878,35.9119987,,Point,ARUSHA,Karatu,Mbulumbulu,DIRANGW,Government,EM.10268,-3.4031878,35.9119987,277.0
311,-3.586457,35.314628,,Point,ARUSHA,Karatu,Baray,DUMBECHAND,Government,EM.7609,-3.586457,35.314628,493.0
312,-3.5194717,35.6608983,,Point,ARUSHA,Karatu,Endamarariek,DUUMA,Government,EM.13040,-3.5194717,35.6608983,290.0
313,-3.586628,35.603035,,Point,ARUSHA,Karatu,Endabash,ENDABASH,Government,EM.658,-3.586628,35.603035,557.0
314,-3.5718799,35.611722,,Point,ARUSHA,Karatu,Endabash,ENDABASH LAJA,Government,EM.10412,-3.5718799,35.611722,540.0
315,-3.562472,35.616441,,Point,ARUSHA,Karatu,Endabash,ENDABASH MANGISA,Government,EM.10413,-3.562472,35.616441,271.0
316,-3.6494883,35.5850033,,Point,ARUSHA,Karatu,Kansay,ENDAGESH,Government,EM.12389,-3.6494883,35.5850033,412.0
317,-3.4599077,35.7383688,,Point,ARUSHA,Karatu,Endamarariek,ENDALLAH,Government,EM.1771,-3.4599077,35.7383688,611.0
318,-3.5056047,35.3653696,,Point,ARUSHA,Karatu,Endamaghang,ENDAMAGHANG,Government,EM.3410,-3.5056047,35.3653696,922.0
319,-3.5014567,35.6707933,,Point,ARUSHA,Karatu,Endamarariek,ENDAMARARIEK,Government,EM.1175,-3.5014567,35.6707933,739.0
320,-3.3544275,35.6057739,,Point,ARUSHA,Karatu,Daa,ENDASHANGWET,Government,EM.3024,-3.3544275,35.6057739,522.0
321,-3.7911399,35.9385966,,Point,ARUSHA,Karatu,Baray,ENDESH,Government,EM.14578,-3.7911399,35.9385966,206.0
322,-3.387446,35.758772,,Point,ARUSHA,Karatu,Buger,ENDONYAWET,Government,EM.6952,-3.387446,35.758772,696.0
323,-3.3355454,35.4039434,,Point,ARUSHA,Karatu,Karatu,ENDORO,Government,EM.13516,-3.3355454,35.4039434,739.0
324,-3.523455,35.30069,,Point,ARUSHA,Karatu,Mang'ola,EYASI,Government,EM.9580,-3.523455,35.30069,724.0
325,-3.6269319,35.6518928,,Point,ARUSHA,Karatu,Buger,GAMDI,Government,EM.12390,-3.6269319,35.6518928,419.0
326,-3.324141,35.60462911,,Point,ARUSHA,Karatu,Ganako,GANAKO,Government,EM.15929,-3.324141,35.60462911,662.0
327,-3.6319733,35.6047266,,Point,ARUSHA,Karatu,Kansay,GEER,Government,EM.13890,-3.6319733,35.6047266,233.0
328,-3.397935,35.6898116,,Point,ARUSHA,Karatu,Qurus,GENDAA,Government,EM.8430,-3.397935,35.6898116,488.0
329,-3.5193351,35.7113572,,Point,ARUSHA,Karatu,Endamarariek,GETAMOCK,Government,EM.6953,-3.5193351,35.7113572,624.0
330,-3.7267383,35.0904083,,Point,ARUSHA,Karatu,Baray,GIDAMILANDA,Government,EM.14321,-3.7267383,35.0904083,236.0
331,-3.5016491,35.6462815,,Point,ARUSHA,Karatu,Endamarariek,GIDBASSO,Government,EM.10717,-3.5016491,35.6462815,461.0
332,-3.2876566,35.7634466,,Point,ARUSHA,Karatu,Rhotia,GILALA,Government,EM.10718,-3.2876566,35.7634466,250.0
333,-3.39049,35.65499,,Point,ARUSHA,Karatu,Qurus,GONGALI,Government,EM.4589,-3.39049,35.65499,504.0
334,-3.35305166,35.67623166,,Point,ARUSHA,Karatu,Karatu,GYEKRUM ARUSHA,Government,EM.11570,-3.35305166,35.67623166,1040.0
335,-3.2310148,35.4217796,,Point,ARUSHA,Karatu,Qurus,GYEKRUM LAMBO,Government,EM.3411,-3.2310148,35.4217796,747.0
336,-3.1940445,35.3350964,,Point,ARUSHA,Karatu,Oldeani,GYETIGHI,Government,EM.3412,-3.1940445,35.3350964,426.0
337,-3.6602497,35.5766187,,Point,ARUSHA,Karatu,Kansay,HARAA,Government,EM.12391,-3.6602497,35.5766187,249.0
338,-3.340221,35.7431299,,Point,ARUSHA,Karatu,Rhotia,HAREABI,Government,EM.12392,-3.340221,35.7431299,210.0
339,-3.4745417,35.4669533,,Point,ARUSHA,Karatu,Baray,HAYDESH,Government,EM.11088,-3.4745417,35.4669533,496.0
340,-3.3226262,35.7106732,,Point,ARUSHA,Karatu,Ganako,HAYMU,Government,EM.14579,-3.3226262,35.7106732,509.0
341,-3.368767,35.734148,,Point,ARUSHA,Karatu,Rhotia,JUHUDI,Government,EM.13891,-3.368767,35.734148,226.0
342,-3.3552296,35.726875,,Point,ARUSHA,Karatu,Rhotia,KAINAM RHOTIA,Government,EM.5794,-3.3552296,35.726875,466.0
343,-3.6223766,35.6133899,,Point,ARUSHA,Karatu,Kansay,KAMBI YA FARU,Government,EM.8202,-3.6223766,35.6133899,376.0
344,-3.3230678,35.6044887,,Point,ARUSHA,Karatu,Ganako,KAMBI YA NYOKA,Government,EM.2102,-3.3230678,35.6044887,223.0
345,-3.2824066,35.8135016,,Point,ARUSHA,Karatu,Mbulumbulu,KAMBI YA SIMBA,Government,EM.9581,-3.2824066,35.8135016,685.0
346,-3.6697136,35.5949753,,Point,ARUSHA,Karatu,Kansay,KANSAY,Government,EM.807,-3.6697136,35.5949753,204.0
347,-3.3472211,35.6946583,,Point,ARUSHA,Karatu,Karatu,KARATU,Government,EM.737,-3.3472211,35.6946583,503.0
348,-3.342866,35.658793,,Point,ARUSHA,Karatu,Qurus,KARATU NEW VISION SCHOOL,Non-Government,EM.17524,-3.342866,35.658793,3493.5
349,-3.369537,35.797881,,Point,ARUSHA,Karatu,Rhotia,KIBAONI,Government,EM.9050,-3.369537,35.797881,604.0
350,-3.3696785,35.8072205,,Point,ARUSHA,Karatu,Rhotia,KILIMAMOJA,Government,EM.2451,-3.3696785,35.8072205,287.0
351,-3.198307,35.444326,,Point,ARUSHA,Karatu,Rhotia,KILIMATEMBO,Government,EM.5795,-3.198307,35.444326,476.0
352,-3.3592821,35.6597991,,Point,ARUSHA,Karatu,Qurus,KINIHHE,Government,EM.11089,-3.3592821,35.6597991,620.0
353,-3.5062199,35.3834598,,Point,ARUSHA,Karatu,Mang'ola,KISIMANGEDA,Government,EM.15930,-3.5062199,35.3834598,401.0
354,-3.221795,35.896697,,Point,ARUSHA,Karatu,Mbulumbulu,KITETE KCU,Government,EM.2533,-3.221795,35.896697,450.0
355,-3.2470652,35.8330285,,Point,ARUSHA,Karatu,Mbulumbulu,KITETE WS,Government,EM.1458,-3.2470652,35.8330285,392.0
356,-3.5416766,35.3121166,,Point,ARUSHA,Karatu,Mang'ola,LAGHANGARER,Government,EM.7610,-3.5416766,35.3121166,514.0
357,-3.6381757,35.5615466,,Point,ARUSHA,Karatu,Kansay,LAJA,Government,EM.7611,-3.6381757,35.5615466,213.0
358,-3.184095,35.9055433,,Point,ARUSHA,Karatu,Mbulumbulu,LOSITETE,Government,EM.4590,-3.184095,35.9055433,258.0
359,-3.427233,35.645661,,Point,ARUSHA,Karatu,Qurus,MAGESHO,Government,EM.10414,-3.427233,35.645661,219.0
360,-3.5109949,35.7085353,,Point,ARUSHA,Karatu,Endamarariek,MAHHAHA,Government,EM.12393,-3.5109949,35.7085353,253.0
361,-3.3882612,35.436671,,Point,ARUSHA,Karatu,Daa,MAKHOROMBA,Government,EM.9232,-3.3882612,35.436671,469.0
362,-3.506129,35.355226,,Point,ARUSHA,Karatu,Mang'ola,MANGOLA BARAZANI,Government,EM.10719,-3.506129,35.355226,3493.5
363,-3.5275966,35.3329883,,Point,ARUSHA,Karatu,Mang'ola,MANGOLA CHINI,Government,EM.1565,-3.5275966,35.3329883,3493.5
364,-3.3478801,35.6705611,,Point,ARUSHA,Karatu,Daa,MANG'OLA JUU,Government,EM.2103,-3.3478801,35.6705611,464.0
365,-3.5526333,35.3409516,,Point,ARUSHA,Karatu,Baray,MANG'OLA NT,Government,EM.5796,-3.5526333,35.3409516,665.0
366,-3.4391166,35.7619916,,Point,ARUSHA,Karatu,Endamarariek,MANUSAY,Government,EM.15931,-3.4391166,35.7619916,178.0
367,-3.3530768,35.7900956,,Point,ARUSHA,Karatu,Rhotia,MARAR,Government,EM.14580,-3.3530768,35.7900956,146.0
368,-3.3058476,35.7154078,,Point,ARUSHA,Karatu,Rhotia,MARERA,Government,EM.10031,-3.3058476,35.7154078,274.0
369,-3.2595116,35.8307916,,Point,ARUSHA,Karatu,Mbulumbulu,MARMO,Government,EM.14581,-3.2595116,35.8307916,283.0
370,-3.5055522,35.7121901,,Point,ARUSHA,Karatu,Endamarariek,MASSABEDA,Government,EM.10032,-3.5055522,35.7121901,327.0
371,-3.876445,35.751295,,Point,ARUSHA,Karatu,Baray,MATALA,Government,EM.10720,-3.876445,35.751295,482.0
372,-3.5364116,35.3770483,,Point,ARUSHA,Karatu,Baray,MBUGANYEKUNDU,Government,EM.10721,-3.5364116,35.3770483,648.0
373,-3.269838,35.794488,,Point,ARUSHA,Karatu,Mbulumbulu,MBULUMBULU,Government,EM.995,-3.269838,35.794488,478.0
374,-3.5332417,35.3714112,,Point,ARUSHA,Karatu,Baray,MBUYUNI,Government,EM.15932,-3.5332417,35.3714112,548.0
375,-3.3583888,35.6237304,,Point,ARUSHA,Karatu,Endamarariek,MCHANGANI,Government,EM.13892,-3.3583888,35.6237304,307.0
376,-3.34664,35.63851,,Point,ARUSHA,Karatu,Oldeani,MEALI,Government,EM.10269,-3.34664,35.63851,241.0
377,-3.387958,35.673665,,Point,ARUSHA,Karatu,Qurus,MENDAY,Government,EM.9335,-3.387958,35.673665,265.0
378,-3.4534516,35.5119099,,Point,ARUSHA,Karatu,Daa,MIDABINI,Government,EM.8823,-3.4534516,35.5119099,340.0
379,-3.448669,35.361203,,Point,ARUSHA,Karatu,Endamaghang,MIKOCHENI,Government,EM.10552,-3.448669,35.361203,417.0
380,-3.7614233,35.0094404,,Point,ARUSHA,Karatu,Baray,MOHEDAGEW,Government,EM.13893,-3.7614233,35.0094404,138.0
381,-3.64455576,35.5733378,,Point,ARUSHA,Karatu,Baray,MURUS,Government,EM.15200,-3.64455576,35.5733378,251.0
382,-3.3716814,35.6084517,,Point,ARUSHA,Karatu,Qurus,NJIA PANDA,Government,EM.8752,-3.3716814,35.6084517,635.0
383,-3.887149,35.810741,,Point,ARUSHA,Karatu,Baray,NJORO,Government,EM.14582,-3.887149,35.810741,157.0
